item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q15429119,Q15429119-F9C16C5D-31ED-4AC2-9BCC-11E005392C38,P569,1950-01-01T00:00:00Z,Q1985727,1973,https://ratings.fide.com/profile/2039818,statement
Q1385250,Q1385250-5467FEF8-D4F0-4416-97F9-C6467E769E07,P569,1952-05-01T00:00:00Z,Q1985727,1953,https://ratings.fide.com/profile/604011,statement
Q1400789,Q1400789-AC05BFA3-149D-4424-9FB0-A0C628E8D1AB,P569,1985-10-10T00:00:00Z,Q1985727,2006,https://ratings.fide.com/profile/14955202,statement
Q2804125,Q2804125-D61A9674-637F-4DC5-B1C1-7936F1C81D3D,P569,1962-01-01T00:00:00Z,Q1985727,1963,https://ratings.fide.com/profile/1040197,statement
Q27525920,Q27525920-07297EFA-87B5-4A9E-81AF-3C33903542C4,P569,1973-03-04T00:00:00Z,Q1985727,1972,https://ratings.fide.com/profile/13600281,statement
Q27525966,Q27525966-0D419D95-D4C7-4D6C-B820-5B04445840D9,P569,1962-11-24T00:00:00Z,Q1985727,1966,https://ratings.fide.com/profile/2200597,statement
Q18243374,Q18243374-2324EB03-D3B3-4220-A329-CE89BA2AFA8D,P569,1938-04-28T00:00:00Z,Q1985727,1933,https://ratings.fide.com/profile/1400746,statement
Q20561970,Q20561970-4d549c05-45d5-f4de-c9ce-077fd2a6087b,P569,1946-01-01T00:00:00Z,Q1985727,1948,https://ratings.fide.com/profile/233862,statement
Q20744723,Q20744723-E561D29B-9C2D-42E3-B0D6-97025D2BF394,P569,1989-01-26T00:00:00Z,Q1985727,1987,https://ratings.fide.com/profile/10204482,statement
Q20908929,Q20908929-B0E34907-C8EC-4303-A01A-92F5DC7C7125,P569,1932-03-10T00:00:00Z,Q1985727,1997,https://ratings.fide.com/profile/451134,statement
Q21094033,Q21094033-D00EBAFF-5358-43BF-9E5D-2C61CB83C970,P569,1954-12-16T00:00:00Z,Q1985727,1952,https://ratings.fide.com/profile/4400240,statement
Q27528570,Q27528570-CF1187BE-864F-437E-9607-1DA7350A6260,P569,1989-01-01T00:00:00Z,Q1985727,1974,https://ratings.fide.com/profile/3504310,statement
Q27528589,Q27528589-41CB0602-B599-47E2-A319-977FA30AA462,P569,1979-10-04T00:00:00Z,Q1985727,1968,https://ratings.fide.com/profile/3600025,statement
Q27526136,Q27526136-EC893B94-8AAB-458C-A610-B1B6C58A65C6,P569,1973-01-01T00:00:00Z,Q1985727,1971,https://ratings.fide.com/profile/2281694,statement
Q27525834,Q27525834-4D8527AB-5208-4D87-8BDE-B1342F24F7A3,P569,1986-03-14T00:00:00Z,Q1985727,1985,https://ratings.fide.com/profile/12400599,statement
Q16165077,Q16165077-f5de4da2-41f9-5685-6dae-26c702bb7806,P569,1982-09-11T00:00:00Z,Q1985727,1972,https://ratings.fide.com/profile/12501000,statement
Q24959108,Q24959108-6AE1B27C-92F8-4DC4-A0F1-FB3ED1440FA2,P569,1992-08-16T00:00:00Z,Q1985727,2004,https://ratings.fide.com/profile/12412686,statement
Q4330784,Q4330784-a1730846-4887-e961-8f74-6033baa4d527,P569,1974-05-04T00:00:00Z,Q1985727,1977,https://ratings.fide.com/profile/14101866,statement
Q20025357,Q20025357-FD899CA2-FFE2-4404-9A47-AF9186E73E66,P569,1978-01-01T00:00:00Z,Q1985727,1981,https://ratings.fide.com/profile/12400580,statement
Q27534066,Q27534066-7A9D3066-11CE-4647-A9C5-A491858A7BF4,P569,1964-01-01T00:00:00Z,Q1985727,1963,https://ratings.fide.com/profile/7100760,statement
Q25498000,Q25498000-5ab9f53d-4d00-7f05-c7d5-d7c9d53747b8,P569,1961-03-24T00:00:00Z,Q1985727,1958,https://ratings.fide.com/profile/2800314,statement
Q2238704,Q2238704-797FC380-C265-4EED-891F-22DF8BB34816,P569,1980-03-02T00:00:00Z,Q1985727,1985,https://ratings.fide.com/profile/6302939,statement
Q27526595,Q27526595-64651129-6391-46E6-A5F6-7C3C6B456A33,P569,1978-07-25T00:00:00Z,Q1985727,1977,https://ratings.fide.com/profile/14102072,statement
Q27530734,Q27530734-2BB74DC4-5709-4D7F-B04A-BA13779D432E,P569,1982-06-14T00:00:00Z,Q1985727,1984,https://ratings.fide.com/profile/1014870,statement
Q27530851,Q27530851-A2BECEC0-E3E8-44D2-99D0-AE232B5ED333,P569,1967-03-10T00:00:00Z,Q1985727,1966,https://ratings.fide.com/profile/4128982,statement
Q22918722,Q22918722-3a8c4235-4ce8-272f-b1b8-5e7b43e65690,P569,1962-01-24T00:00:00Z,Q1985727,1961,https://ratings.fide.com/profile/2603578,statement
Q22964628,Q22964628-70EF67BA-4574-4AA1-B164-DF6121A4FBF7,P569,1962-01-01T00:00:00Z,Q1985727,1961,https://ratings.fide.com/profile/34547550,statement
Q27529944,Q27529944-A49129C5-C8A8-428D-8461-1FC5750BD495,P569,1970-06-29T00:00:00Z,Q1985727,1960,https://ratings.fide.com/profile/600407,statement
Q27530139,Q27530139-9104600D-315E-4DBE-B953-65D3CA57E666,P569,1956-05-06T00:00:00Z,Q1985727,1958,https://ratings.fide.com/profile/14110679,statement
Q27598284,Q27598284-F1085F49-138F-4A7C-959D-33D6CCE1A74E,P569,1984-01-04T00:00:00Z,Q1985727,1983,https://ratings.fide.com/profile/5009871,statement
Q28480074,Q28480074-2ACCB322-7ECC-4DB5-B9DE-B7008F1C21CD,P569,1965-01-01T00:00:00Z,Q1985727,1966,https://ratings.fide.com/profile/302767,statement
Q27522911,Q27522911-CCCED80B-0E25-4CE7-957D-11694C3E7D9E,P569,1989-01-01T00:00:00Z,Q1985727,1988,https://ratings.fide.com/profile/3408132,statement
Q27522925,Q27522925-C3537BB7-53EF-40B8-BF50-BFA32BB4F5D2,P569,1967-09-12T00:00:00Z,Q1985727,1969,https://ratings.fide.com/profile/3500268,statement
Q27579429,Q27579429-FA90328D-F54E-406A-B079-821AC21934FE,P569,1981-11-18T00:00:00Z,Q1985727,1980,https://ratings.fide.com/profile/8100977,statement
Q27579525,Q27579525-2E52EAC7-4620-4320-AC39-5123BBF6FD31,P569,1964-08-28T00:00:00Z,Q1985727,1963,https://ratings.fide.com/profile/6400124,statement
Q27579545,Q27579545-A4FC9311-4950-4182-BBAA-C476DC293C5F,P569,1955-10-30T00:00:00Z,Q1985727,1995,https://ratings.fide.com/profile/5102839,statement
Q27579842,Q27579842-37735D24-C662-4464-A1F1-0A1E8AB2ACC1,P569,1960-05-28T00:00:00Z,Q1985727,1969,https://ratings.fide.com/profile/303976,statement
Q27579858,Q27579858-3E5C0A3C-3A65-4110-8C53-7035A61AFBDE,P569,1955-03-05T00:00:00Z,Q1985727,1953,https://ratings.fide.com/profile/300292,statement
Q28479951,Q28479951-aa1e00db-4438-1687-fdbb-5d2a6e8aaaa8,P569,1962-01-01T00:00:00Z,Q1985727,1958,https://ratings.fide.com/profile/4109090,statement
Q71299034,Q71299034-F4DF5EAB-FB83-4F94-AB15-4BACEE5C66D0,P569,1987-11-07T00:00:00Z,Q1985727,1957,https://ratings.fide.com/profile/11601671,statement
Q71299542,Q71299542-E77707BE-D08A-4624-A0F3-A5A6962BF249,P569,1959-09-02T00:00:00Z,Q1985727,1958,https://ratings.fide.com/profile/2100460,statement
Q71299616,Q71299616-D5C415D7-6BB4-4076-9F58-DF88FA5290B8,P569,1958-09-16T00:00:00Z,Q1985727,1957,https://ratings.fide.com/profile/5100640,statement
Q27532366,Q27532366-99C23762-17BB-4C1B-AAAD-0830FC5A7CCC,P569,1986-01-01T00:00:00Z,Q1985727,1987,https://ratings.fide.com/profile/3507475,statement
Q65695921,Q65695921-85EF1A95-DF92-4323-9291-4B7AA6E5EC3F,P569,1937-07-12T00:00:00Z,Q1985727,1969,https://ratings.fide.com/profile/357723,statement
Q65696920,Q65696920-52c2378c-3766-4f48-ad08-c8a088bca3da,P569,1950-10-03T00:00:00Z,Q1985727,1998,https://ratings.fide.com/profile/34158917,statement
Q30141210,Q30141210-6BC5FA00-2FDE-45B9-BB6E-4F45D25E9052,P569,1952-10-11T00:00:00Z,Q1985727,1961,https://ratings.fide.com/profile/977560,statement
Q27533146,Q27533146-EE423145-7D40-4CA2-8013-88AB3EED6CC6,P569,1981-02-05T00:00:00Z,Q1985727,1982,https://ratings.fide.com/profile/4137698,statement
Q30309997,Q30309997-98F86235-FD1D-42DA-AC98-976061717A64,P569,1963-12-23T00:00:00Z,Q1985727,1968,https://ratings.fide.com/profile/4600665,statement
Q30310022,Q30310022-140CBA5E-C355-4A3F-8BFD-443F640B44A7,P569,1977-01-01T00:00:00Z,Q1985727,1962,https://ratings.fide.com/profile/9000160,statement
Q27580045,Q27580045-51BF5E59-5EC1-4979-9E64-0D5682E5CB68,P569,1965-01-01T00:00:00Z,Q1985727,1956,https://ratings.fide.com/profile/13800051,statement
Q27580062,Q27580062-966E4ED4-4DF7-4829-B12B-D0F6C695A2CA,P569,1968-01-01T00:00:00Z,Q1985727,1971,https://ratings.fide.com/profile/13800124,statement
Q27580111,Q27580111-3E63C0EF-DBAF-49D2-AC24-79317BBA5B05,P569,1984-11-24T00:00:00Z,Q1985727,1983,https://ratings.fide.com/profile/110566,statement
Q49842811,Q49842811-396ae7ec-4269-bc84-d999-0168fa26cc77,P569,1995-04-21T00:00:00Z,Q1985727,2007,https://ratings.fide.com/profile/153486,statement
Q49842811,Q49842811-D5A90FCC-E14D-40FA-9D84-206700F4EE77,P569,1995-01-01T00:00:00Z,Q1985727,2007,https://ratings.fide.com/profile/153486,statement
Q55773992,Q55773992-9140BB6C-CE65-4E69-80C4-6BADC6C1EF7B,P569,1961-02-17T00:00:00Z,Q1985727,1962,https://ratings.fide.com/profile/13000322,statement
Q55865158,Q55865158-092516DA-6A21-4DC8-A1CF-3C9FF6139D4A,P569,1971-01-01T00:00:00Z,Q1985727,1974,https://ratings.fide.com/profile/13002813,statement
Q71307510,Q71307510-A0856D56-7EB5-405E-86E3-0C129B946D24,P569,1966-01-01T00:00:00Z,Q1985727,1964,https://ratings.fide.com/profile/13000390,statement
Q71307572,Q71307572-7F788A05-8464-444D-B2AB-5424A76151E7,P569,1967-11-28T00:00:00Z,Q1985727,1966,https://ratings.fide.com/profile/306282,statement
Q71290731,Q71290731-1eaa71f2-449c-97d1-4002-33807d2ae654,P569,1956-03-27T00:00:00Z,Q1985727,1957,https://ratings.fide.com/profile/10200304,statement
Q71300570,Q71300570-609943E8-3B80-4F91-9EBB-F570A1DA5ADE,P569,1992-11-05T00:00:00Z,Q1985727,1959,https://ratings.fide.com/profile/9200398,statement
Q71300696,Q71300696-88B4EFDC-858D-4582-9A90-2D47DC48C4AC,P569,1959-09-04T00:00:00Z,Q1985727,1965,https://ratings.fide.com/profile/7100213,statement
Q71301121,Q71301121-A4E4D288-B9F5-49B4-B0C2-495C13DC3E3A,P569,1959-01-01T00:00:00Z,Q1985727,1989,https://ratings.fide.com/profile/8100705,statement
Q71298530,Q71298530-5EFF7CC9-5F6E-4EC2-9A26-5B0B2A130481,P569,1956-01-01T00:00:00Z,Q1985727,1958,https://ratings.fide.com/profile/4150503,statement
Q71293674,Q71293674-84178800-4CE5-401D-A8A2-D365CF0E42C4,P569,1947-11-27T00:00:00Z,Q1985727,1948,https://ratings.fide.com/profile/903701,statement
Q27597959,Q27597959-5AFD8A90-9E85-405A-936E-1339359BECF4,P569,1963-03-09T00:00:00Z,Q1985727,1962,https://ratings.fide.com/profile/3509974,statement
Q71315106,Q71315106-04E298F4-479C-4D04-940A-92A27BD7CE7E,P569,1990-01-01T00:00:00Z,Q1985727,1992,https://ratings.fide.com/profile/22400044,statement
Q71308709,Q71308709-0235F56A-FA4F-4330-8A3B-C54F0CBAB543,P569,1964-03-19T00:00:00Z,Q1985727,1968,https://ratings.fide.com/profile/2266547,statement
Q71313338,Q71313338-3AEBBC39-B106-4671-89B3-144324BDC18E,P569,1985-01-01T00:00:00Z,Q1985727,1984,https://ratings.fide.com/profile/5203660,statement
Q71313338,Q71313338-e05bc6f0-47b5-5796-3b57-493c6aff1a2d,P569,1985-07-21T00:00:00Z,Q1985727,1984,https://ratings.fide.com/profile/5203660,statement
Q71305739,Q71305739-F43574E0-217E-4FFB-B6E6-7710844550EC,P569,1961-11-04T00:00:00Z,Q1985727,1964,https://ratings.fide.com/profile/916951,statement
Q71312184,Q71312184-CEF657AC-9558-4849-8440-90A63E993F3A,P569,1980-01-01T00:00:00Z,Q1985727,1987,https://ratings.fide.com/profile/2271192,statement
Q71312197,Q71312197-FCCD328B-FAB9-49E2-BDED-905BDCCC4F24,P569,1980-10-14T00:00:00Z,Q1985727,1981,https://ratings.fide.com/profile/3600670,statement
Q71312229,Q71312229-BB2477AB-81BA-4195-BF46-27A5D7E4F2ED,P569,1979-07-28T00:00:00Z,Q1985727,1980,https://ratings.fide.com/profile/3900118,statement
Q104522017,Q104522017-f8e746f2-4501-d4a1-8bbd-a3a54b1ee675,P569,1958-01-01T00:00:00Z,Q1985727,1968,https://ratings.fide.com/profile/4102487,statement
Q71295643,Q71295643-24CCA40D-71E3-4C8F-8927-6B890C110355,P569,1956-10-30T00:00:00Z,Q1985727,1952,https://ratings.fide.com/profile/4126165,statement
Q71314588,Q71314588-6BD9F108-4B6C-4800-8379-E43D2D55E3FC,P569,1988-01-01T00:00:00Z,Q1985727,1981,https://ratings.fide.com/profile/8501424,statement
Q109408429,Q109408429-FF6A104C-3E30-443C-AA11-EC504E478789,P569,1976-01-01T00:00:00Z,Q1985727,1977,https://ratings.fide.com/profile/8504458,statement
Q108503275,Q108503275-8F424398-26F3-4816-9F78-CB38B25D975F,P569,1952-01-01T00:00:00Z,Q1985727,1953,https://ratings.fide.com/profile/3600122,statement
Q110360032,Q110360032-4B769CEF-C124-4BDD-922A-86804058C7D4,P569,1957-01-01T00:00:00Z,Q1985727,1977,https://ratings.fide.com/profile/3502775,statement
Q104728285,Q104728285-07b94d14-4d61-d9a2-ad1a-fbb64b0035c8,P569,1986-01-01T00:00:00Z,Q1985727,2005,https://ratings.fide.com/profile/44105738,statement
Q107082482,Q107082482-C818E63C-E2BB-4F18-B013-95AC3F7CE520,P569,1951-01-01T00:00:00Z,Q1985727,2005,https://ratings.fide.com/profile/2839372,statement
Q107634335,Q107634335-d9189474-0b36-4fc4-91c9-980acc157af6,P569,2004-01-01T00:00:00Z,Q1985727,2005,https://ratings.fide.com/profile/5217873,statement
Q108597686,Q108597686-C580FC55-7E79-4F00-8AE5-CDF9900A0516,P569,2002-01-01T00:00:00Z,Q1985727,2003,https://ratings.fide.com/profile/10217754,statement
Q109422864,Q109422864-8040E564-94FD-4E75-BC31-7956D18D9060,P569,2010-01-01T00:00:00Z,Q1985727,2006,https://ratings.fide.com/profile/8709700,statement
Q104601982,Q104601982-8c2da48b-4452-5310-e631-2d2c182312d1,P569,1951-01-01T00:00:00Z,Q1985727,1952,https://ratings.fide.com/profile/4109783,statement
Q108396092,Q108396092-72AD1947-6E98-4D9C-9A3B-0CF174CAB9BC,P569,1980-01-01T00:00:00Z,Q1985727,1966,https://ratings.fide.com/profile/5103398,statement
Q89487673,Q89487673-68F9E775-506B-4AFE-A4AA-66816B8BC1D7,P569,1965-07-21T00:00:00Z,Q1985727,1963,https://ratings.fide.com/profile/7300018,statement
Q101333498,Q101333498-46E664F0-ED7E-4939-B861-970EEA26AE39,P569,1951-01-01T00:00:00Z,Q1985727,1963,https://ratings.fide.com/profile/4400836,statement
Q101530051,Q101530051-1232CC02-8C2E-4C6E-9F30-C2F52A9C84C4,P569,1941-01-01T00:00:00Z,Q1985727,1942,https://ratings.fide.com/profile/34161322,statement
Q115464159,Q115464159-2e278e84-4b29-5a27-679a-c76a6686e465,P569,1982-12-04T00:00:00Z,Q1985727,1994,https://ratings.fide.com/profile/3926370,statement
Q117225388,Q117225388-444e7389-43ef-3610-43f8-9ec6d50b14b5,P569,2001-01-01T00:00:00Z,Q1985727,2000,https://ratings.fide.com/profile/21873763,statement
Q122417673,Q122417673-9F8C8499-4F19-4246-B297-D5B7EF5D55BB,P569,1997-03-28T00:00:00Z,Q1985727,2000,https://ratings.fide.com/profile/13509403,statement
Q109394737,Q109394737-A5CAF3FA-33EF-4C30-B485-BCBA445C1EDE,P569,1994-01-01T00:00:00Z,Q1985727,1993,https://ratings.fide.com/profile/6101801,statement
